INFO  2022-06-15 10:10:13,589 TRNoticeMessageService::? - GetListWithModelByRole : MethodStart
INFO  2022-06-15 10:10:16,946 TRNoticeMessageService::? - GetListWithModelByRole : MethodFinish
INFO  2022-06-15 10:10:23,507 TBConfigService::? - GetTBConfig : MethodStart
INFO  2022-06-15 10:10:23,858 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2022-06-15 10:12:00,982 TBConfigService::? - GetTBConfig : MethodStart
INFO  2022-06-15 10:12:01,192 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2022-06-15 10:12:05,659 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2022-06-15 10:12:05,666 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2022-06-15 10:12:05,859 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2022-06-15 10:12:05,868 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2022-06-15 10:22:34,005 TBConfigService::? - GetTBConfig : MethodStart
INFO  2022-06-15 10:22:34,302 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2022-06-15 10:22:36,683 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2022-06-15 10:22:36,687 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2022-06-15 10:22:36,985 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2022-06-15 10:22:36,990 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2022-06-15 10:22:49,026 TBConfigService::? - GetTBConfig : MethodStart
INFO  2022-06-15 10:22:49,150 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2022-06-15 10:24:49,130 TBConfigService::? - GetTBConfig : MethodStart
INFO  2022-06-15 10:24:49,261 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2022-06-15 10:25:08,709 TBConfigService::? - GetTBConfig : MethodStart
INFO  2022-06-15 10:25:08,953 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2022-06-15 10:25:10,934 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2022-06-15 10:25:10,938 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
