INFO  2021-08-22 14:36:43,756 TRNoticeMessageService::? - GetListWithModelByRole : MethodStart
INFO  2021-08-22 14:36:46,331 TRNoticeMessageService::? - GetListWithModelByRole : MethodFinish
INFO  2021-08-22 14:40:18,134 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-08-22 14:40:18,234 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-08-22 14:42:23,852 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-08-22 14:42:23,942 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-08-22 14:44:10,923 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-08-22 14:44:10,936 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-08-22 14:44:11,027 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-08-22 14:44:11,033 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-08-22 14:48:18,024 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-08-22 14:48:18,035 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-08-22 14:48:18,131 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-08-22 14:48:18,133 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-08-22 14:48:35,845 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-08-22 14:48:35,851 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-08-22 14:48:35,928 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-08-22 14:48:35,932 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-08-22 14:48:58,642 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-08-22 14:48:58,644 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-08-22 14:48:58,688 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-08-22 14:48:58,689 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-08-22 14:49:19,104 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-08-22 14:49:19,107 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-08-22 14:49:19,152 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-08-22 14:49:19,156 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-08-22 14:49:45,883 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-08-22 14:49:45,888 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-08-22 14:49:45,988 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-08-22 14:49:45,990 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-08-22 14:51:41,386 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-08-22 14:51:41,403 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-08-22 14:51:41,501 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-08-22 14:51:41,504 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-08-22 14:52:00,792 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-08-22 14:52:00,794 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-08-22 14:52:00,870 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-08-22 14:52:00,874 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-08-22 14:56:27,035 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-08-22 14:56:27,038 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-08-22 14:56:27,108 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-08-22 14:56:27,112 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-08-22 14:56:43,807 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-08-22 14:56:43,809 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-08-22 14:56:43,857 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-08-22 14:56:43,860 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-08-22 14:57:04,250 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-08-22 14:57:04,256 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-08-22 14:57:04,295 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-08-22 14:57:04,300 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-08-22 14:57:39,571 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-08-22 14:57:39,575 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-08-22 14:57:39,621 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-08-22 14:57:39,623 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-08-22 14:57:56,838 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-08-22 14:57:56,840 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-08-22 14:57:56,882 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-08-22 14:57:56,883 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-08-22 14:58:25,989 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-08-22 14:58:25,991 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-08-22 14:58:26,079 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-08-22 14:58:26,085 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-08-22 14:58:55,672 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-08-22 14:58:55,676 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-08-22 14:58:55,717 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-08-22 14:58:55,721 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-08-22 14:59:16,012 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-08-22 14:59:16,013 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-08-22 14:59:16,065 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-08-22 14:59:16,069 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-08-22 14:59:35,313 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-08-22 14:59:35,315 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-08-22 14:59:35,431 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-08-22 14:59:35,433 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-08-22 15:00:16,672 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-08-22 15:00:16,674 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-08-22 15:00:16,715 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-08-22 15:00:16,717 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-08-22 15:00:48,336 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-08-22 15:00:48,339 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-08-22 15:00:48,413 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-08-22 15:00:48,421 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-08-22 15:01:04,342 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-08-22 15:01:04,345 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-08-22 15:01:04,407 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-08-22 15:01:04,411 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-08-22 15:01:25,322 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-08-22 15:01:25,329 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-08-22 15:01:25,406 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-08-22 15:01:25,408 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-08-22 15:02:03,004 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-08-22 15:02:03,016 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-08-22 15:02:03,081 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
